ZIP,FUEL TYPE,reg_cnt
80001,DIESEL,0
80001,FLEXIBLE,0
80001,GAS,70
80001,,0
80002,COMPRESSED NATURAL GAS,0
80002,CONVERTIBLE,10
80002,DIESEL,820
80002,ELECTRIC VEHICLE,10
80002,FLEXIBLE,1310
80002,GAS,16600
80002,HYBRID ELECTRIC VEHICLE,240
80002,PLUG IN HYBRID ELECTRIC VEHICLE,10
80002,,130
80003,COMPRESSED NATURAL GAS,0
80003,CONVERTIBLE,10
80003,DIESEL,980
80003,ELECTRIC VEHICLE,40
80003,FLEXIBLE,2110
80003,GAS,29480
80003,HYBRID ELECTRIC VEHICLE,370
80003,PLUG IN HYBRID ELECTRIC VEHICLE,30
80003,,230
80004,COMPRESSED NATURAL GAS,0
80004,CONVERTIBLE,0
80004,DIESEL,960
80004,ELECTRIC VEHICLE,30
80004,FLEXIBLE,1940
80004,GAS,29320
80004,HYBRID ELECTRIC VEHICLE,560
80004,PLUG IN HYBRID ELECTRIC VEHICLE,40
80004,,200
80005,CONVERTIBLE,0
80005,DIESEL,1000
80005,ELECTRIC VEHICLE,40
80005,FLEXIBLE,1850
80005,GAS,23830
80005,HYBRID ELECTRIC VEHICLE,500
80005,PLUG IN HYBRID ELECTRIC VEHICLE,30
80005,,170
80006,DIESEL,0
80006,GAS,10
80006,PLUG IN HYBRID ELECTRIC VEHICLE,0
80007,CONVERTIBLE,0
80007,DIESEL,470
80007,ELECTRIC VEHICLE,30
80007,FLEXIBLE,950
80007,GAS,10300
80007,HYBRID ELECTRIC VEHICLE,300
80007,PLUG IN HYBRID ELECTRIC VEHICLE,30
80007,,50
80010,COMPRESSED NATURAL GAS,0
80010,CONVERTIBLE,10
80010,DIESEL,430
80010,ELECTRIC VEHICLE,10
80010,FLEXIBLE,1790
80010,GAS,27000
80010,HYBRID ELECTRIC VEHICLE,290
80010,PLUG IN HYBRID ELECTRIC VEHICLE,0
80010,,120
80011,COMPRESSED NATURAL GAS,0
80011,CONVERTIBLE,20
80011,DIESEL,1100
80011,ELECTRIC VEHICLE,10
80011,FLEXIBLE,3560
80011,GAS,39860
80011,HYBRID ELECTRIC VEHICLE,440
80011,PLUG IN HYBRID ELECTRIC VEHICLE,10
80011,,340
80012,COMPRESSED NATURAL GAS,0
80012,CONVERTIBLE,20
80012,DIESEL,480
80012,ELECTRIC VEHICLE,20
80012,FLEXIBLE,2620
80012,GAS,36090
80012,HYBRID ELECTRIC VEHICLE,600
80012,PLUG IN HYBRID ELECTRIC VEHICLE,30
80012,,120
80013,CONVERTIBLE,10
80013,DIESEL,1200
80013,ELECTRIC VEHICLE,50
80013,FLEXIBLE,4150
80013,GAS,55160
80013,HYBRID ELECTRIC VEHICLE,880
80013,PLUG IN HYBRID ELECTRIC VEHICLE,40
80013,PROPANE,0
80013,,170
80014,CONVERTIBLE,10
80014,DIESEL,440
80014,ELECTRIC VEHICLE,20
80014,FLEXIBLE,1950
80014,GAS,29700
80014,HYBRID ELECTRIC VEHICLE,660
80014,PLUG IN HYBRID ELECTRIC VEHICLE,20
80014,,60
80015,COMPRESSED NATURAL GAS,0
80015,CONVERTIBLE,0
80015,DIESEL,1030
80015,ELECTRIC VEHICLE,70
80015,FLEXIBLE,3860
80015,GAS,50520
80015,HYBRID ELECTRIC VEHICLE,1070
80015,PLUG IN HYBRID ELECTRIC VEHICLE,70
80015,,160
80016,CONVERTIBLE,0
80016,DIESEL,970
80016,ELECTRIC VEHICLE,110
80016,FLEXIBLE,3440
80016,GAS,39710
80016,HYBRID ELECTRIC VEHICLE,980
80016,PLUG IN HYBRID ELECTRIC VEHICLE,80
80016,,90
80017,COMPRESSED NATURAL GAS,0
80017,CONVERTIBLE,0
80017,DIESEL,450
80017,ELECTRIC VEHICLE,20
80017,FLEXIBLE,1910
80017,GAS,26000
80017,HYBRID ELECTRIC VEHICLE,380
80017,PLUG IN HYBRID ELECTRIC VEHICLE,10
80017,,100
80018,COMPRESSED NATURAL GAS,0
80018,DIESEL,350
80018,ELECTRIC VEHICLE,10
80018,FLEXIBLE,970
80018,GAS,9340
80018,HYBRID ELECTRIC VEHICLE,180
80018,PLUG IN HYBRID ELECTRIC VEHICLE,0
80018,,30
80019,DIESEL,40
80019,FLEXIBLE,230
80019,GAS,2440
80019,HYBRID ELECTRIC VEHICLE,40
80019,PLUG IN HYBRID ELECTRIC VEHICLE,0
80019,,0
80020,COMPRESSED NATURAL GAS,0
80020,CONVERTIBLE,10
80020,DIESEL,1130
80020,ELECTRIC VEHICLE,120
80020,FLEXIBLE,2870
80020,GAS,41880
80020,HYBRID ELECTRIC VEHICLE,950
80020,PLUG IN HYBRID ELECTRIC VEHICLE,60
80020,,190
80021,COMPRESSED NATURAL GAS,0
80021,CONVERTIBLE,10
80021,DIESEL,880
80021,ELECTRIC VEHICLE,60
80021,FLEXIBLE,2030
80021,GAS,27090
80021,HYBRID ELECTRIC VEHICLE,540
80021,PLUG IN HYBRID ELECTRIC VEHICLE,50
80021,,140
80022,COMPRESSED NATURAL GAS,0
80022,CONVERTIBLE,30
80022,DIESEL,2060
80022,ELECTRIC VEHICLE,20
80022,FLEXIBLE,4410
80022,GAS,52360
80022,HYBRID ELECTRIC VEHICLE,510
80022,PLUG IN HYBRID ELECTRIC VEHICLE,20
80022,PROPANE,0
80022,,460
80023,COMPRESSED NATURAL GAS,0
80023,CONVERTIBLE,0
80023,DIESEL,520
80023,ELECTRIC VEHICLE,60
80023,FLEXIBLE,1350
80023,GAS,16060
80023,HYBRID ELECTRIC VEHICLE,570
80023,PLUG IN HYBRID ELECTRIC VEHICLE,50
80023,,50
80024,DIESEL,0
80024,FLEXIBLE,10
80024,GAS,210
80024,,0
80025,DIESEL,10
80025,FLEXIBLE,0
80025,GAS,210
80025,HYBRID ELECTRIC VEHICLE,10
80025,PLUG IN HYBRID ELECTRIC VEHICLE,0
80025,,0
80026,CONVERTIBLE,0
80026,DIESEL,650
80026,ELECTRIC VEHICLE,140
80026,FLEXIBLE,1460
80026,GAS,23930
80026,HYBRID ELECTRIC VEHICLE,780
80026,PLUG IN HYBRID ELECTRIC VEHICLE,70
80026,,120
80027,CONVERTIBLE,0
80027,DIESEL,540
80027,ELECTRIC VEHICLE,210
80027,FLEXIBLE,1430
80027,GAS,25060
80027,HYBRID ELECTRIC VEHICLE,1050
80027,PLUG IN HYBRID ELECTRIC VEHICLE,80
80027,,70
80030,COMPRESSED NATURAL GAS,0
80030,CONVERTIBLE,0
80030,DIESEL,290
80030,ELECTRIC VEHICLE,0
80030,FLEXIBLE,800
80030,GAS,12230
80030,HYBRID ELECTRIC VEHICLE,110
80030,PLUG IN HYBRID ELECTRIC VEHICLE,0
80030,,80
80031,COMPRESSED NATURAL GAS,0
80031,CONVERTIBLE,0
80031,DIESEL,680
80031,ELECTRIC VEHICLE,40
80031,FLEXIBLE,2090
80031,GAS,29480
80031,HYBRID ELECTRIC VEHICLE,610
80031,PLUG IN HYBRID ELECTRIC VEHICLE,40
80031,,130
80033,CONVERTIBLE,0
80033,DIESEL,820
80033,ELECTRIC VEHICLE,30
80033,FLEXIBLE,1550
80033,GAS,22260
80033,HYBRID ELECTRIC VEHICLE,300
80033,PLUG IN HYBRID ELECTRIC VEHICLE,20
80033,,190
80034,DIESEL,0
80034,FLEXIBLE,0
80034,GAS,20
80036,GAS,0
80036,HYBRID ELECTRIC VEHICLE,0
80036,,0
80037,FLEXIBLE,0
80037,GAS,10
80037,,0
80038,DIESEL,0
80038,FLEXIBLE,0
80038,GAS,30
80038,,0
80040,GAS,0
80040,,0
80041,GAS,0
80042,DIESEL,0
80042,GAS,0
80042,HYBRID ELECTRIC VEHICLE,0
80045,DIESEL,0
80045,FLEXIBLE,20
80045,GAS,460
80045,HYBRID ELECTRIC VEHICLE,10
80046,DIESEL,0
80046,FLEXIBLE,0
80046,GAS,20
80046,HYBRID ELECTRIC VEHICLE,0
80047,GAS,0
80101,DIESEL,100
80101,ELECTRIC VEHICLE,0
80101,FLEXIBLE,50
80101,GAS,390
80101,HYBRID ELECTRIC VEHICLE,0
80101,,0
80102,CONVERTIBLE,0
80102,DIESEL,910
80102,ELECTRIC VEHICLE,0
80102,FLEXIBLE,520
80102,GAS,5580
80102,HYBRID ELECTRIC VEHICLE,70
80102,PLUG IN HYBRID ELECTRIC VEHICLE,0
80102,,80
80103,CONVERTIBLE,0
80103,DIESEL,540
80103,ELECTRIC VEHICLE,0
80103,FLEXIBLE,240
80103,GAS,3020
80103,HYBRID ELECTRIC VEHICLE,10
80103,,30
80104,COMPRESSED NATURAL GAS,0
80104,CONVERTIBLE,0
80104,DIESEL,1100
80104,ELECTRIC VEHICLE,20
80104,FLEXIBLE,2290
80104,GAS,23300
80104,HYBRID ELECTRIC VEHICLE,430
80104,PLUG IN HYBRID ELECTRIC VEHICLE,20
80104,,120
80105,CONVERTIBLE,0
80105,DIESEL,250
80105,ELECTRIC VEHICLE,0
80105,FLEXIBLE,120
80105,GAS,1560
80105,HYBRID ELECTRIC VEHICLE,10
80105,,0
80106,CONVERTIBLE,0
80106,DIESEL,800
80106,ELECTRIC VEHICLE,0
80106,FLEXIBLE,360
80106,GAS,4740
80106,HYBRID ELECTRIC VEHICLE,70
80106,PLUG IN HYBRID ELECTRIC VEHICLE,0
80106,,40
80107,CONVERTIBLE,0
80107,DIESEL,2410
80107,ELECTRIC VEHICLE,10
80107,FLEXIBLE,1320
80107,GAS,13820
80107,HYBRID ELECTRIC VEHICLE,140
80107,PLUG IN HYBRID ELECTRIC VEHICLE,10
80107,PROPANE,0
80107,,130
80108,COMPRESSED NATURAL GAS,0
80108,CONVERTIBLE,0
80108,DIESEL,760
80108,ELECTRIC VEHICLE,60
80108,FLEXIBLE,2280
80108,GAS,20620
80108,HYBRID ELECTRIC VEHICLE,460
80108,PLUG IN HYBRID ELECTRIC VEHICLE,40
80108,,60
80109,CONVERTIBLE,0
80109,DIESEL,840
80109,ELECTRIC VEHICLE,30
80109,FLEXIBLE,2010
80109,GAS,17000
80109,HYBRID ELECTRIC VEHICLE,280
80109,PLUG IN HYBRID ELECTRIC VEHICLE,20
80109,,50
80110,CONVERTIBLE,10
80110,DIESEL,820
80110,ELECTRIC VEHICLE,10
80110,FLEXIBLE,1820
80110,GAS,20830
80110,HYBRID ELECTRIC VEHICLE,250
80110,PLUG IN HYBRID ELECTRIC VEHICLE,10
80110,,190
80111,COMPRESSED NATURAL GAS,0
80111,CONVERTIBLE,0
80111,DIESEL,520
80111,ELECTRIC VEHICLE,130
80111,FLEXIBLE,2240
80111,GAS,26300
80111,HYBRID ELECTRIC VEHICLE,890
80111,PLUG IN HYBRID ELECTRIC VEHICLE,50
80111,,80
80112,CONVERTIBLE,0
80112,DIESEL,1210
80112,ELECTRIC VEHICLE,60
80112,FLEXIBLE,9270
80112,GAS,54650
80112,HYBRID ELECTRIC VEHICLE,1250
80112,PLUG IN HYBRID ELECTRIC VEHICLE,40
80112,,110
80113,COMPRESSED NATURAL GAS,0
80113,CONVERTIBLE,0
80113,DIESEL,350
80113,ELECTRIC VEHICLE,80
80113,FLEXIBLE,1230
80113,GAS,17370
80113,HYBRID ELECTRIC VEHICLE,410
80113,PLUG IN HYBRID ELECTRIC VEHICLE,40
80113,,130
80116,CONVERTIBLE,0
80116,DIESEL,610
80116,ELECTRIC VEHICLE,0
80116,FLEXIBLE,520
80116,GAS,4470
80116,HYBRID ELECTRIC VEHICLE,60
80116,PLUG IN HYBRID ELECTRIC VEHICLE,0
80116,,60
80117,CONVERTIBLE,0
80117,DIESEL,700
80117,ELECTRIC VEHICLE,0
80117,FLEXIBLE,270
80117,GAS,3110
80117,HYBRID ELECTRIC VEHICLE,20
80117,,40
80118,CONVERTIBLE,0
80118,DIESEL,640
80118,ELECTRIC VEHICLE,0
80118,FLEXIBLE,530
80118,GAS,5520
80118,HYBRID ELECTRIC VEHICLE,120
80118,PLUG IN HYBRID ELECTRIC VEHICLE,0
80118,,40
80120,CONVERTIBLE,0
80120,DIESEL,680
80120,ELECTRIC VEHICLE,30
80120,FLEXIBLE,1740
80120,GAS,23580
80120,HYBRID ELECTRIC VEHICLE,520
80120,PLUG IN HYBRID ELECTRIC VEHICLE,30
80120,,130
80121,CONVERTIBLE,0
80121,DIESEL,440
80121,ELECTRIC VEHICLE,70
80121,FLEXIBLE,1210
80121,GAS,15640
80121,HYBRID ELECTRIC VEHICLE,390
80121,PLUG IN HYBRID ELECTRIC VEHICLE,40
80121,,90
80122,CONVERTIBLE,0
80122,DIESEL,530
80122,ELECTRIC VEHICLE,40
80122,FLEXIBLE,1710
80122,GAS,25300
80122,HYBRID ELECTRIC VEHICLE,520
80122,PLUG IN HYBRID ELECTRIC VEHICLE,30
80122,,120
80123,CONVERTIBLE,0
80123,DIESEL,960
80123,ELECTRIC VEHICLE,50
80123,FLEXIBLE,2710
80123,GAS,36550
80123,HYBRID ELECTRIC VEHICLE,740
80123,PLUG IN HYBRID ELECTRIC VEHICLE,40
80123,,170
80124,COMPRESSED NATURAL GAS,0
80124,CONVERTIBLE,0
80124,DIESEL,380
80124,ELECTRIC VEHICLE,60
80124,FLEXIBLE,1490
80124,GAS,16660
80124,HYBRID ELECTRIC VEHICLE,390
80124,PLUG IN HYBRID ELECTRIC VEHICLE,30
80124,,60
80125,COMPRESSED NATURAL GAS,0
80125,CONVERTIBLE,0
80125,DIESEL,690
80125,ELECTRIC VEHICLE,20
80125,FLEXIBLE,1140
80125,GAS,13180
80125,HYBRID ELECTRIC VEHICLE,270
80125,PLUG IN HYBRID ELECTRIC VEHICLE,20
80125,,70
80126,CONVERTIBLE,0
80126,DIESEL,570
80126,ELECTRIC VEHICLE,90
80126,FLEXIBLE,2770
80126,GAS,32410
80126,HYBRID ELECTRIC VEHICLE,760
80126,PLUG IN HYBRID ELECTRIC VEHICLE,60
80126,,50
80127,COMPRESSED NATURAL GAS,0
80127,CONVERTIBLE,0
80127,DIESEL,1370
80127,ELECTRIC VEHICLE,80
80127,FLEXIBLE,3150
80127,GAS,38590
80127,HYBRID ELECTRIC VEHICLE,790
80127,PLUG IN HYBRID ELECTRIC VEHICLE,50
80127,,170
80128,COMPRESSED NATURAL GAS,0
80128,CONVERTIBLE,0
80128,DIESEL,1360
80128,ELECTRIC VEHICLE,30
80128,FLEXIBLE,2400
80128,GAS,31280
80128,HYBRID ELECTRIC VEHICLE,510
80128,PLUG IN HYBRID ELECTRIC VEHICLE,20
80128,PROPANE,0
80128,,170
80129,DIESEL,440
80129,ELECTRIC VEHICLE,60
80129,FLEXIBLE,1920
80129,GAS,22350
80129,HYBRID ELECTRIC VEHICLE,490
80129,PLUG IN HYBRID ELECTRIC VEHICLE,40
80129,,60
80130,DIESEL,330
80130,ELECTRIC VEHICLE,50
80130,FLEXIBLE,1650
80130,GAS,19510
80130,HYBRID ELECTRIC VEHICLE,410
80130,PLUG IN HYBRID ELECTRIC VEHICLE,40
80130,,40
80131,DIESEL,20
80131,FLEXIBLE,10
80131,GAS,260
80131,HYBRID ELECTRIC VEHICLE,0
80131,,10
80132,COMPRESSED NATURAL GAS,0
80132,DIESEL,1040
80132,ELECTRIC VEHICLE,30
80132,FLEXIBLE,1830
80132,GAS,20440
80132,HYBRID ELECTRIC VEHICLE,410
80132,PLUG IN HYBRID ELECTRIC VEHICLE,30
80132,,70
80133,CONVERTIBLE,0
80133,DIESEL,110
80133,ELECTRIC VEHICLE,0
80133,FLEXIBLE,110
80133,GAS,2270
80133,HYBRID ELECTRIC VEHICLE,20
80133,PLUG IN HYBRID ELECTRIC VEHICLE,0
80133,,10
80134,COMPRESSED NATURAL GAS,0
80134,CONVERTIBLE,0
80134,DIESEL,1700
80134,ELECTRIC VEHICLE,120
80134,FLEXIBLE,4790
80134,GAS,48660
80134,HYBRID ELECTRIC VEHICLE,1010
80134,PLUG IN HYBRID ELECTRIC VEHICLE,80
80134,,160
80135,DIESEL,830
80135,ELECTRIC VEHICLE,10
80135,FLEXIBLE,490
80135,GAS,4360
80135,HYBRID ELECTRIC VEHICLE,50
80135,PLUG IN HYBRID ELECTRIC VEHICLE,0
80135,,60
80136,COMPRESSED NATURAL GAS,0
80136,CONVERTIBLE,0
80136,DIESEL,960
80136,ELECTRIC VEHICLE,0
80136,FLEXIBLE,540
80136,GAS,5990
80136,HYBRID ELECTRIC VEHICLE,50
80136,PLUG IN HYBRID ELECTRIC VEHICLE,0
80136,,50
80137,COMPRESSED NATURAL GAS,0
80137,CONVERTIBLE,0
80137,DIESEL,210
80137,ELECTRIC VEHICLE,0
80137,FLEXIBLE,120
80137,GAS,1280
80137,HYBRID ELECTRIC VEHICLE,10
80137,PLUG IN HYBRID ELECTRIC VEHICLE,0
80137,,30
80138,COMPRESSED NATURAL GAS,0
80138,CONVERTIBLE,0
80138,DIESEL,2000
80138,ELECTRIC VEHICLE,40
80138,FLEXIBLE,2550
80138,GAS,25990
80138,HYBRID ELECTRIC VEHICLE,480
80138,PLUG IN HYBRID ELECTRIC VEHICLE,30
80138,,170
80150,DIESEL,0
80150,FLEXIBLE,0
80150,GAS,10
80150,HYBRID ELECTRIC VEHICLE,0
80150,,0
80151,DIESEL,0
80151,GAS,10
80155,FLEXIBLE,0
80155,GAS,0
80160,DIESEL,0
80160,FLEXIBLE,0
80160,GAS,10
80161,DIESEL,0
80161,FLEXIBLE,0
80161,GAS,10
80161,,0
80162,DIESEL,0
80162,GAS,0
80162,,0
80165,GAS,0
80166,DIESEL,0
80166,FLEXIBLE,0
80166,GAS,50
80201,DIESEL,0
80201,FLEXIBLE,0
80201,GAS,30
80201,HYBRID ELECTRIC VEHICLE,0
80201,,0
80202,COMPRESSED NATURAL GAS,0
80202,CONVERTIBLE,0
80202,DIESEL,400
80202,ELECTRIC VEHICLE,40
80202,FLEXIBLE,1640
80202,GAS,10910
80202,HYBRID ELECTRIC VEHICLE,380
80202,PLUG IN HYBRID ELECTRIC VEHICLE,30
80202,,200
80203,COMPRESSED NATURAL GAS,0
80203,CONVERTIBLE,0
80203,DIESEL,160
80203,ELECTRIC VEHICLE,10
80203,FLEXIBLE,940
80203,GAS,13490
80203,HYBRID ELECTRIC VEHICLE,450
80203,PLUG IN HYBRID ELECTRIC VEHICLE,10
80203,,50
80204,COMPRESSED NATURAL GAS,10
80204,CONVERTIBLE,0
80204,DIESEL,510
80204,ELECTRIC VEHICLE,30
80204,FLEXIBLE,1980
80204,GAS,23140
80204,HYBRID ELECTRIC VEHICLE,360
80204,PLUG IN HYBRID ELECTRIC VEHICLE,10
80204,,160
80205,COMPRESSED NATURAL GAS,0
80205,CONVERTIBLE,0
80205,DIESEL,340
80205,ELECTRIC VEHICLE,40
80205,FLEXIBLE,1500
80205,GAS,22560
80205,HYBRID ELECTRIC VEHICLE,450
80205,PLUG IN HYBRID ELECTRIC VEHICLE,40
80205,,200
80206,COMPRESSED NATURAL GAS,0
80206,CONVERTIBLE,0
80206,DIESEL,250
80206,ELECTRIC VEHICLE,80
80206,FLEXIBLE,1050
80206,GAS,17170
80206,HYBRID ELECTRIC VEHICLE,680
80206,PLUG IN HYBRID ELECTRIC VEHICLE,40
80206,,90
80207,COMPRESSED NATURAL GAS,0
80207,CONVERTIBLE,0
80207,DIESEL,250
80207,ELECTRIC VEHICLE,30
80207,FLEXIBLE,1200
80207,GAS,16780
80207,HYBRID ELECTRIC VEHICLE,450
80207,PLUG IN HYBRID ELECTRIC VEHICLE,10
80207,,100
80208,GAS,0
80209,COMPRESSED NATURAL GAS,0
80209,CONVERTIBLE,0
80209,DIESEL,310
80209,ELECTRIC VEHICLE,90
80209,FLEXIBLE,1260
80209,GAS,17990
80209,HYBRID ELECTRIC VEHICLE,630
80209,PLUG IN HYBRID ELECTRIC VEHICLE,60
80209,,80
80210,COMPRESSED NATURAL GAS,0
80210,CONVERTIBLE,0
80210,DIESEL,440
80210,ELECTRIC VEHICLE,90
80210,FLEXIBLE,1660
80210,GAS,24480
80210,HYBRID ELECTRIC VEHICLE,790
80210,PLUG IN HYBRID ELECTRIC VEHICLE,50
80210,,130
80211,COMPRESSED NATURAL GAS,0
80211,CONVERTIBLE,10
80211,DIESEL,490
80211,ELECTRIC VEHICLE,80
80211,FLEXIBLE,1990
80211,GAS,25440
80211,HYBRID ELECTRIC VEHICLE,610
80211,PLUG IN HYBRID ELECTRIC VEHICLE,40
80211,,210
80212,COMPRESSED NATURAL GAS,0
80212,CONVERTIBLE,0
80212,DIESEL,340
80212,ELECTRIC VEHICLE,60
80212,FLEXIBLE,940
80212,GAS,15180
80212,HYBRID ELECTRIC VEHICLE,380
80212,PLUG IN HYBRID ELECTRIC VEHICLE,20
80212,,130
80214,COMPRESSED NATURAL GAS,0
80214,CONVERTIBLE,10
80214,DIESEL,490
80214,ELECTRIC VEHICLE,20
80214,FLEXIBLE,1210
80214,GAS,19200
80214,HYBRID ELECTRIC VEHICLE,250
80214,PLUG IN HYBRID ELECTRIC VEHICLE,20
80214,PROPANE,0
80214,,140
80215,CONVERTIBLE,0
80215,DIESEL,610
80215,ELECTRIC VEHICLE,30
80215,FLEXIBLE,1250
80215,GAS,16350
80215,HYBRID ELECTRIC VEHICLE,330
80215,PLUG IN HYBRID ELECTRIC VEHICLE,20
80215,,160
80216,COMPRESSED NATURAL GAS,90
80216,CONVERTIBLE,0
80216,DIESEL,1060
80216,ELECTRIC VEHICLE,10
80216,FLEXIBLE,3690
80216,GAS,17390
80216,HYBRID ELECTRIC VEHICLE,730
80216,PLUG IN HYBRID ELECTRIC VEHICLE,30
80216,PROPANE,0
80216,,310
80217,DIESEL,50
80217,FLEXIBLE,30
80217,GAS,460
80217,HYBRID ELECTRIC VEHICLE,20
80217,PLUG IN HYBRID ELECTRIC VEHICLE,0
80217,,0
80218,CONVERTIBLE,0
80218,DIESEL,150
80218,ELECTRIC VEHICLE,30
80218,FLEXIBLE,650
80218,GAS,12400
80218,HYBRID ELECTRIC VEHICLE,370
80218,PLUG IN HYBRID ELECTRIC VEHICLE,20
80218,,40
80219,COMPRESSED NATURAL GAS,0
80219,CONVERTIBLE,30
80219,DIESEL,1120
80219,ELECTRIC VEHICLE,10
80219,FLEXIBLE,3450
80219,GAS,48270
80219,HYBRID ELECTRIC VEHICLE,360
80219,PLUG IN HYBRID ELECTRIC VEHICLE,20
80219,,340
80220,COMPRESSED NATURAL GAS,0
80220,CONVERTIBLE,0
80220,DIESEL,340
80220,ELECTRIC VEHICLE,90
80220,FLEXIBLE,1410
80220,GAS,25050
80220,HYBRID ELECTRIC VEHICLE,840
80220,PLUG IN HYBRID ELECTRIC VEHICLE,60
80220,,120
80221,COMPRESSED NATURAL GAS,0
80221,CONVERTIBLE,10
80221,DIESEL,1160
80221,ELECTRIC VEHICLE,20
80221,FLEXIBLE,2940
80221,GAS,35790
80221,HYBRID ELECTRIC VEHICLE,340
80221,PLUG IN HYBRID ELECTRIC VEHICLE,20
80221,,280
80222,COMPRESSED NATURAL GAS,0
80222,CONVERTIBLE,0
80222,DIESEL,260
80222,ELECTRIC VEHICLE,10
80222,FLEXIBLE,1070
80222,GAS,15930
80222,HYBRID ELECTRIC VEHICLE,380
80222,PLUG IN HYBRID ELECTRIC VEHICLE,10
80222,,80
80223,COMPRESSED NATURAL GAS,0
80223,CONVERTIBLE,10
80223,DIESEL,570
80223,ELECTRIC VEHICLE,10
80223,FLEXIBLE,1630
80223,GAS,17380
80223,HYBRID ELECTRIC VEHICLE,230
80223,PLUG IN HYBRID ELECTRIC VEHICLE,30
80223,,130
80224,COMPRESSED NATURAL GAS,0
80224,CONVERTIBLE,0
80224,DIESEL,160
80224,ELECTRIC VEHICLE,40
80224,FLEXIBLE,700
80224,GAS,12820
80224,HYBRID ELECTRIC VEHICLE,390
80224,PLUG IN HYBRID ELECTRIC VEHICLE,10
80224,,40
80225,FLEXIBLE,40
80225,GAS,60
80225,HYBRID ELECTRIC VEHICLE,0
80225,,0
80226,COMPRESSED NATURAL GAS,0
80226,CONVERTIBLE,10
80226,DIESEL,800
80226,ELECTRIC VEHICLE,30
80226,FLEXIBLE,1720
80226,GAS,25840
80226,HYBRID ELECTRIC VEHICLE,410
80226,PLUG IN HYBRID ELECTRIC VEHICLE,20
80226,,180
80227,CONVERTIBLE,0
80227,DIESEL,670
80227,ELECTRIC VEHICLE,40
80227,FLEXIBLE,1880
80227,GAS,27420
80227,HYBRID ELECTRIC VEHICLE,530
80227,PLUG IN HYBRID ELECTRIC VEHICLE,20
80227,,140
80228,COMPRESSED NATURAL GAS,0
80228,CONVERTIBLE,0
80228,DIESEL,750
80228,ELECTRIC VEHICLE,60
80228,FLEXIBLE,2040
80228,GAS,27420
80228,HYBRID ELECTRIC VEHICLE,650
80228,PLUG IN HYBRID ELECTRIC VEHICLE,50
80228,,160
80229,COMPRESSED NATURAL GAS,0
80229,CONVERTIBLE,10
80229,DIESEL,1370
80229,ELECTRIC VEHICLE,20
80229,FLEXIBLE,3670
80229,GAS,43620
80229,HYBRID ELECTRIC VEHICLE,420
80229,PLUG IN HYBRID ELECTRIC VEHICLE,20
80229,,260
80230,COMPRESSED NATURAL GAS,0
80230,DIESEL,80
80230,ELECTRIC VEHICLE,30
80230,FLEXIBLE,390
80230,GAS,5830
80230,HYBRID ELECTRIC VEHICLE,280
80230,PLUG IN HYBRID ELECTRIC VEHICLE,10
80230,,0
80231,COMPRESSED NATURAL GAS,0
80231,CONVERTIBLE,0
80231,DIESEL,380
80231,ELECTRIC VEHICLE,40
80231,FLEXIBLE,1610
80231,GAS,25220
80231,HYBRID ELECTRIC VEHICLE,660
80231,PLUG IN HYBRID ELECTRIC VEHICLE,20
80231,,70
80232,CONVERTIBLE,0
80232,DIESEL,520
80232,ELECTRIC VEHICLE,20
80232,FLEXIBLE,1220
80232,GAS,17960
80232,HYBRID ELECTRIC VEHICLE,280
80232,PLUG IN HYBRID ELECTRIC VEHICLE,10
80232,,110
80233,COMPRESSED NATURAL GAS,0
80233,CONVERTIBLE,10
80233,DIESEL,1200
80233,ELECTRIC VEHICLE,20
80233,FLEXIBLE,2820
80233,GAS,35170
80233,HYBRID ELECTRIC VEHICLE,350
80233,PLUG IN HYBRID ELECTRIC VEHICLE,10
80233,,200
80234,CONVERTIBLE,10
80234,DIESEL,540
80234,ELECTRIC VEHICLE,20
80234,FLEXIBLE,1760
80234,GAS,21010
80234,HYBRID ELECTRIC VEHICLE,400
80234,PLUG IN HYBRID ELECTRIC VEHICLE,20
80234,,90
80235,CONVERTIBLE,0
80235,DIESEL,140
80235,ELECTRIC VEHICLE,0
80235,FLEXIBLE,460
80235,GAS,6050
80235,HYBRID ELECTRIC VEHICLE,100
80235,PLUG IN HYBRID ELECTRIC VEHICLE,0
80235,,30
80236,COMPRESSED NATURAL GAS,0
80236,CONVERTIBLE,0
80236,DIESEL,270
80236,ELECTRIC VEHICLE,0
